id,preis,endreinigung,typ,stadt,stadtteil,lat,lon,bewertungen,bewertung,gaeste,baeder,schlafzimmer,betten,internet,wlan,kueche,heizung,klimaanlage,haartrockner,familienfreundlich,buegeleisen,waschmaschine,trockner,rauchmelder,kohlenmonoxidmelder,feuerloescher,erstehilfekoffer,fernsehen,kabelfernsehen,fruehstueck,kamin,fahrstuhl,pool,fitnessstudio,whirlpool,rollstuhlgeeignet,bettwaesche,mikrowelle,geschirr,ofen,herd,badewanne,kaffeemaschine,geschirrspueler,ebenerdig,kuehlschrank,rauchen,haustiere,hochstuhl,kinderkrippe,spielekonsole
14954,189,1,Apartment,SF,Telegraph Hill,37.799834960273756,-122.40393834918257,0,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14955,149,1,House,Chicago,West Town/Noble Square,41.899346167913045,-87.66678215657915,3,100,10,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14956,130,0,Apartment,DC,Dupont Circle,38.909215230772965,-77.04689032677867,11,95,2,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14957,100,0,Apartment,NYC,East Harlem,40.79399841228354,-73.94585022842357,6,93,4,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14958,135,1,Apartment,NYC,Harlem,40.80377060895451,-73.94554927125473,5,100,4,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14959,125,1,Apartment,LA,,34.10024520652221,-118.33481875846964,0,0,2,1,1,2,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14960,100,1,Apartment,SF,North Beach,37.804496405977524,-122.41361147476714,2,100,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14961,90,1,Apartment,NYC,Flatbush,40.63567791747741,-73.9572534642192,0,0,4,2,3,3,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14962,75,1,Apartment,LA,Mid-Wilshire,34.06626448426877,-118.2978730351794,5,88,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14963,100,1,Apartment,NYC,Harlem,40.819488404605686,-73.95675613037285,4,95,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14964,95,1,House,LA,,34.049480277802694,-118.30348996470616,15,95,4,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14965,217,1,Apartment,LA,Downtown,34.04897827368295,-118.25742135150551,39,88,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14966,600,0,House,Chicago,Old Town,41.90855760435336,-87.63445636600358,6,100,6,3.5,3,3,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14967,249,1,House,DC,,38.9209005466763,-77.00932138527111,6,97,10,3.5,4,5,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14968,200,0,House,LA,,34.137100348143676,-118.21966086714777,30,95,4,1.5,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14969,250,1,House,NYC,Astoria,40.756755492972346,-73.93462508950392,120,96,6,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
14970,185,1,Apartment,NYC,Gowanus,40.67921142527133,-73.99226293496024,48,97,4,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,87,0,Apartment,NYC,Bedford-Stuyvesant,40.6813641582853,-73.91273587238592,7,91,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14972,105,1,Apartment,DC,Mount Pleasant,38.929757141778545,-77.04257361455521,13,95,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14973,130,0,Apartment,NYC,Bedford-Stuyvesant,40.69367342334756,-73.93980583373552,0,0,4,1,1,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14974,155,0,Apartment,LA,San Pedro,33.7086020517297,-118.2857093575102,140,93,2,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14975,500,1,Apartment,SF,SoMa,37.77842834188155,-122.39423656635904,73,95,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
14976,79,1,Apartment,LA,Mid-Wilshire,34.053233208504665,-118.35186803958729,9,82,2,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14977,69,1,Apartment,LA,Hollywood,34.09594908998318,-118.3257041178386,0,0,3,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14978,67,1,House,LA,Mid-City,34.03623198440668,-118.32369424237456,1,100,2,1,0,2,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14979,399,1,Apartment,LA,Downtown,34.043556345813734,-118.26308525916431,169,98,6,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14980,79,0,Apartment,NYC,Inwood,40.86424601950826,-73.92150712115692,1,100,3,1,1,2,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14981,250,1,Apartment,NYC,Soho,40.72386081053596,-74.0046221731777,4,100,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14982,99,0,Apartment,NYC,Upper West Side,40.792643430175616,-73.97480893442251,7,92,2,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14983,200,1,Apartment,DC,Capitol Hill,38.89052218571896,-76.99560591878165,8,93,6,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14984,165,1,Apartment,NYC,Boerum Hill,40.681604733807724,-73.98099550042839,35,98,4,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14985,399,1,Apartment,DC,Downtown/Penn Quarter,38.90069955483817,-77.02522241356998,1,80,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14986,100,1,Apartment,Chicago,Albany Park,41.97021229201371,-87.70568287474094,1,100,8,1.5,2,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14987,119,1,Apartment,Chicago,West Town/Noble Square,41.89497666432792,-87.67246420876083,0,0,4,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14988,99,1,Apartment,LA,,34.139091863534624,-118.14110398798242,124,89,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14989,130,1,House,LA,Del Rey,33.99175534296089,-118.43713609999756,2,80,3,1,2,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14990,160,1,Apartment,SF,Noe Valley,37.73984906118821,-122.42818516837609,73,98,3,1,0,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
14991,290,1,Apartment,NYC,Nolita,40.721593036698046,-73.9937038240962,0,0,4,1,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14992,130,0,Apartment,NYC,Williamsburg,40.711045267629316,-73.94798014083906,28,88,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14993,400,1,Apartment,LA,Beverly Hills,34.064288466859765,-118.41079773693708,3,100,6,2.5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14994,195,1,Apartment,LA,West Hollywood,34.09292664229292,-118.36562701299898,0,0,3,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14995,109,1,Apartment,LA,Hollywood,34.09675854562697,-118.34602364332592,14,89,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14996,350,1,Apartment,LA,Mid-Wilshire,34.05645668826506,-118.36923566512793,1,94,6,2,3,6,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14997,192,1,Apartment,LA,Venice,33.994465290309805,-118.47894464645378,36,96,3,1,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14998,227,1,Apartment,SF,Lower Haight,37.77300065311979,-122.43742990088751,35,98,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14999,120,1,House,SF,Bayview,37.715486716683905,-122.38922416156313,8,93,4,1,2,2,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
15000,245,0,House,LA,Woodland Hills/Warner Center,34.17991434213925,-118.58631329551581,0,0,5,2.5,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15001,111,1,Apartment,NYC,Williamsburg,40.70831840809493,-73.96268370118956,9,96,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,134,1,House,LA,Topanga,34.10755364484743,-118.62451869776731,80,97,2,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003,140,1,House,LA,Studio City,34.15306632161276,-118.411532068181,11,100,4,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15004,190,1,Apartment,NYC,Chelsea,40.75048233122653,-74.00420674433809,3,100,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
15005,140,1,Apartment,LA,Westchester/Playa Del Rey,33.955377847441554,-118.41622654628642,0,0,3,1,2,2,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15006,169,1,Apartment,LA,West Hollywood,34.07352413330512,-118.38550237104664,7,76,4,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,100,1,Apartment,NYC,Hell's Kitchen,40.75637872311842,-73.99388689765341,48,91,3,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15008,195,1,Apartment,NYC,Williamsburg,40.71796557833447,-73.95507643984791,120,88,5,1,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15009,250,1,Apartment,NYC,Times Square/Theatre District,40.76117811025964,-73.98102240821649,10,94,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15010,190,0,Apartment,NYC,Hell's Kitchen,40.76376310196135,-73.98743261689155,58,81,2,1,0,2,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15011,1300,1,Apartment,DC,U Street Corridor,38.915304159554175,-77.04025234639869,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15012,1995,1,House,LA,West Hollywood,34.07909900658393,-118.37780599654468,0,0,7,4,4,7,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15013,120,1,Apartment,DC,Adams Morgan,38.923652268581435,-77.04191035152968,30,98,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,159,1,House,NYC,Bedford-Stuyvesant,40.68590761887626,-73.9249032861011,1,80,6,1,3,3,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15015,219,0,House,Chicago,West Ridge,42.01641578569018,-87.70448747308706,7,77,6,2.5,3,4,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15016,250,1,Apartment,LA,Hollywood,34.08542298232361,-118.33429396529093,0,0,5,2.5,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15017,179,1,Apartment,NYC,Alphabet City,40.72837270150536,-73.97986066522837,46,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
15018,150,0,Apartment,NYC,Brooklyn Heights,40.69564837338178,-73.99662735464628,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15019,249,1,Apartment,LA,,34.06122172578639,-118.2449507572533,0,0,8,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15020,319,0,House,LA,,34.15102563737939,-118.79121257379029,1,100,4,3,2,3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15021,150,1,Apartment,LA,Echo Park,34.079887655290825,-118.26704035432111,20,93,5,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15022,125,1,House,LA,North Hollywood,34.179371840100856,-118.38415014992658,51,96,4,1,2,2,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15023,86,1,Apartment,NYC,Astoria,40.75401164095259,-73.91756999191827,2,80,2,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15024,178,1,Apartment,Chicago,Gold Coast,41.906430733407774,-87.62506660637295,9,96,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15025,199,0,Apartment,NYC,Williamsburg,40.70732401328332,-73.95259076467642,4,95,5,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15026,199,1,Apartment,NYC,Williamsburg,40.713856428159104,-73.95704916101684,0,0,4,1,2,2,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15027,115,1,Apartment,Chicago,Near North Side,41.904003500160854,-87.62899355183028,65,88,3,1,1,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15028,1195,1,House,LA,Bel Air/Beverly Crest,34.11414887873658,-118.40163892235424,0,0,10,4.5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15029,119,1,Apartment,NYC,Upper East Side,40.76983784421683,-73.94833745664454,0,0,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15030,75,1,Apartment,LA,South LA,33.98379727193779,-118.33438898166258,2,100,2,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15031,79,1,Apartment,LA,San Pedro,33.70832107320805,-118.2905685150464,1,100,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15032,120,1,Apartment,SF,Cow Hollow,37.799239686466926,-122.42450259118385,4,100,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15033,129,1,Apartment,LA,Studio City,34.14264285416678,-118.37761300041632,0,0,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15034,165,1,Apartment,NYC,Park Slope,40.665165638029436,-73.98637034280777,7,87,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15035,200,1,Apartment,DC,,38.91505787048614,-77.0325053353555,1,80,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15036,140,0,Apartment,SF,Western Addition/NOPA,37.77800300110771,-122.42164291531631,52,95,2,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15037,125,1,Apartment,NYC,Astoria,40.759681911136546,-73.93173051335404,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15038,260,0,Apartment,NYC,Upper West Side,40.78695851161028,-73.97118450720589,0,0,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15039,500,0,Apartment,DC,Brightwood,38.96945038266143,-77.03308616367055,0,0,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15040,125,1,Apartment,NYC,Crown Heights,40.67208892916498,-73.94977526031187,148,95,4,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15041,318,1,Apartment,DC,West End,38.902608758558685,-77.05105163843311,0,0,4,2,2,2,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15042,100,1,Apartment,LA,Silver Lake,34.09416244509777,-118.27922672711892,0,0,1,1,1,2,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,92,1,Apartment,DC,Near Northeast/H Street Corridor,38.89911123500665,-76.9917961690508,95,98,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15044,240,1,Apartment,NYC,Flatbush,40.65496926317883,-73.96169188741348,22,78,6,1,3,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15045,225,1,Apartment,NYC,Midtown,40.75362072657247,-73.98377381114605,22,98,2,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
15046,800,0,House,DC,Near Northeast/H Street Corridor,38.9025048646619,-76.99797369257425,0,0,6,2.5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15047,99,1,Apartment,Chicago,West Town/Noble Square,41.89589941285747,-87.66574266639441,30,88,4,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15048,295,1,Apartment,NYC,Gramercy Park,40.734537189741374,-73.98551538690303,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15049,159,1,Apartment,NYC,Murray Hill,40.7463348062873,-73.97456356190106,80,86,4,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15050,315,1,Apartment,LA,Cahuenga Pass,34.125540415728075,-118.34523270088829,22,99,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15051,101,1,Apartment,DC,,38.906468732430405,-77.01860498568419,181,87,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15052,750,1,House,SF,Nob Hill,37.791638118513816,-122.41934528267859,6,97,6,2,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15053,500,1,House,LA,Valley Glen,34.173412431863504,-118.43763828713928,13,93,4,1.5,3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15054,1350,1,House,LA,Los Feliz,34.102976756397126,-118.35747063344128,5,96,16,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15055,179,1,Apartment,NYC,East Village,40.72401620513647,-73.98771015499116,68,93,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15056,284,1,Apartment,Boston,Fenway/Kenmore,42.3487726874646,-71.09982973335974,6,93,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15057,132,1,Apartment,NYC,Long Island City,40.74624166868345,-73.94876164270886,80,92,3,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15058,199,0,Apartment,NYC,West Village,40.73813649512167,-74.00046730935972,64,97,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15059,80,0,Apartment,DC,Wesley Heights,38.93261562110189,-77.08260194682208,1,100,3,1.5,1,2,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15060,599,0,Apartment,NYC,Chelsea,40.74219377840808,-73.9990287347696,0,0,4,2,2,3,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
